
*********************************************************************

   Se leyeron los datos del archivo: ENTRADA.TXT
   Se graba la salida en el archivo: SALIDA.TXT

*********************************************************************

*****************************************************
*CASODEPRUEBAPARAELCAREMCONXENONYQUEMADO*
*****************************************************

Cálculo estático de flujo y K efectivo
BETA =  1.65

 IT  Conv Flujo    Conv Keff      Kefectivo     Sigma       Omega
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.4180E-02  4.8914E-02  4.8062E-02  4.8062E-02  4.0631E-02  4.6063E-02  6.7287E-02  4.8062E-02
  7.0700E-02  7.7011E-02  7.5197E-02  7.5197E-02  6.3750E-02  7.3759E-02  1.0702E-01  7.5197E-02
  9.6210E-02  1.0486E-01  1.0234E-01  1.0234E-01  8.6788E-02  1.0039E-01  1.4562E-01  1.0234E-01
  1.1803E-01  1.2867E-01  1.2554E-01  1.2554E-01  1.0648E-01  1.2318E-01  1.7865E-01  1.2554E-01
  1.3521E-01  1.4739E-01  1.4381E-01  1.4381E-01  1.2197E-01  1.4110E-01  2.0464E-01  1.4381E-01
  1.4705E-01  1.6030E-01  1.5640E-01  1.5640E-01  1.3266E-01  1.5346E-01  2.2256E-01  1.5640E-01
  1.5309E-01  1.6688E-01  1.6282E-01  1.6282E-01  1.3810E-01  1.5977E-01  2.3170E-01  1.6282E-01
  1.5309E-01  1.6688E-01  1.6282E-01  1.6282E-01  1.3810E-01  1.5977E-01  2.3170E-01  1.6282E-01
  1.4705E-01  1.6030E-01  1.5640E-01  1.5640E-01  1.3266E-01  1.5346E-01  2.2256E-01  1.5640E-01
  1.3521E-01  1.4739E-01  1.4381E-01  1.4381E-01  1.2197E-01  1.4110E-01  2.0464E-01  1.4381E-01
  1.1803E-01  1.2867E-01  1.2554E-01  1.2554E-01  1.0648E-01  1.2318E-01  1.7865E-01  1.2554E-01
  9.6210E-02  1.0486E-01  1.0234E-01  1.0234E-01  8.6788E-02  1.0039E-01  1.4562E-01  1.0234E-01
  7.0700E-02  7.7011E-02  7.5197E-02  7.5197E-02  6.3750E-02  7.3759E-02  1.0702E-01  7.5197E-02
  4.4180E-02  4.8914E-02  4.8062E-02  4.8062E-02  4.0631E-02  4.6063E-02  6.7287E-02  4.8062E-02
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 41      COL 42      COL 43      COL 44      COL 45      COL 46      COL 47      COL 48   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.7287E-02  4.2657E-02  4.1014E-02  4.5633E-02  7.6156E-02  4.1014E-02  3.6513E-02  4.0631E-02
  1.0702E-01  6.8284E-02  6.4534E-02  7.1411E-02  1.2134E-01  6.4534E-02  5.8604E-02  6.3750E-02
  1.4562E-01  9.2931E-02  8.7872E-02  9.7196E-02  1.6511E-01  8.7872E-02  7.9766E-02  8.6788E-02
  1.7865E-01  1.1401E-01  1.0782E-01  1.1924E-01  2.0256E-01  1.0782E-01  9.7865E-02  1.0648E-01
  2.0464E-01  1.3060E-01  1.2351E-01  1.3659E-01  2.3203E-01  1.2351E-01  1.1211E-01  1.2197E-01
  2.2256E-01  1.4204E-01  1.3432E-01  1.4855E-01  2.5235E-01  1.3432E-01  1.2193E-01  1.3266E-01
  2.3170E-01  1.4788E-01  1.3984E-01  1.5465E-01  2.6272E-01  1.3984E-01  1.2693E-01  1.3810E-01
  2.3170E-01  1.4788E-01  1.3984E-01  1.5465E-01  2.6272E-01  1.3984E-01  1.2693E-01  1.3810E-01
  2.2256E-01  1.4204E-01  1.3432E-01  1.4855E-01  2.5235E-01  1.3432E-01  1.2193E-01  1.3266E-01
  2.0464E-01  1.3060E-01  1.2351E-01  1.3659E-01  2.3203E-01  1.2351E-01  1.1211E-01  1.2197E-01
  1.7865E-01  1.1401E-01  1.0782E-01  1.1924E-01  2.0256E-01  1.0782E-01  9.7865E-02  1.0648E-01
  1.4562E-01  9.2931E-02  8.7872E-02  9.7196E-02  1.6511E-01  8.7872E-02  7.9766E-02  8.6788E-02
  1.0702E-01  6.8284E-02  6.4534E-02  7.1411E-02  1.2134E-01  6.4534E-02  5.8604E-02  6.3750E-02
  6.7287E-02  4.2657E-02  4.1014E-02  4.5633E-02  7.6156E-02  4.1014E-02  3.6513E-02  4.0631E-02
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 49      COL 50      COL 51      COL 52      COL 53      COL 54      COL 55      COL 56   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.7287E-02  4.8914E-02  3.6513E-02  4.2657E-02  4.0631E-02  4.8914E-02  4.6063E-02  4.4180E-02
  1.0702E-01  7.7011E-02  5.8604E-02  6.8284E-02  6.3750E-02  7.7011E-02  7.3759E-02  7.0700E-02
  1.4562E-01  1.0486E-01  7.9766E-02  9.2931E-02  8.6788E-02  1.0486E-01  1.0039E-01  9.6210E-02
  1.7865E-01  1.2867E-01  9.7865E-02  1.1401E-01  1.0648E-01  1.2867E-01  1.2318E-01  1.1803E-01
  2.0464E-01  1.4739E-01  1.1211E-01  1.3060E-01  1.2197E-01  1.4739E-01  1.4110E-01  1.3521E-01
  2.2256E-01  1.6030E-01  1.2193E-01  1.4204E-01  1.3266E-01  1.6030E-01  1.5346E-01  1.4705E-01
  2.3170E-01  1.6688E-01  1.2693E-01  1.4788E-01  1.3810E-01  1.6688E-01  1.5977E-01  1.5309E-01
  2.3170E-01  1.6688E-01  1.2693E-01  1.4788E-01  1.3810E-01  1.6688E-01  1.5977E-01  1.5309E-01
  2.2256E-01  1.6030E-01  1.2193E-01  1.4204E-01  1.3266E-01  1.6030E-01  1.5346E-01  1.4705E-01
  2.0464E-01  1.4739E-01  1.1211E-01  1.3060E-01  1.2197E-01  1.4739E-01  1.4110E-01  1.3521E-01
  1.7865E-01  1.2867E-01  9.7865E-02  1.1401E-01  1.0648E-01  1.2867E-01  1.2318E-01  1.1803E-01
  1.4562E-01  1.0486E-01  7.9766E-02  9.2931E-02  8.6788E-02  1.0486E-01  1.0039E-01  9.6210E-02
  1.0702E-01  7.7011E-02  5.8604E-02  6.8284E-02  6.3750E-02  7.7011E-02  7.3759E-02  7.0700E-02
  6.7287E-02  4.8914E-02  3.6513E-02  4.2657E-02  4.0631E-02  4.8914E-02  4.6063E-02  4.4180E-02
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 57      COL 58      COL 59      COL 60      COL 61      COL 62      COL 63      COL 64   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.1014E-02  4.9912E-02  4.2657E-02  4.6063E-02  3.6513E-02  0.0000E+00  0.0000E+00  0.0000E+00
  6.4534E-02  7.9914E-02  6.8284E-02  7.3759E-02  5.8604E-02  0.0000E+00  0.0000E+00  0.0000E+00
  8.7872E-02  1.0877E-01  9.2931E-02  1.0039E-01  7.9766E-02  0.0000E+00  0.0000E+00  0.0000E+00
  1.0782E-01  1.3345E-01  1.1401E-01  1.2318E-01  9.7865E-02  0.0000E+00  0.0000E+00  0.0000E+00
  1.2351E-01  1.5288E-01  1.3060E-01  1.4110E-01  1.1211E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1.3432E-01  1.6627E-01  1.4204E-01  1.5346E-01  1.2193E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1.3984E-01  1.7310E-01  1.4788E-01  1.5977E-01  1.2693E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1.3984E-01  1.7310E-01  1.4788E-01  1.5977E-01  1.2693E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1.3432E-01  1.6627E-01  1.4204E-01  1.5346E-01  1.2193E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1.2351E-01  1.5288E-01  1.3060E-01  1.4110E-01  1.1211E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1.0782E-01  1.3345E-01  1.1401E-01  1.2318E-01  9.7865E-02  0.0000E+00  0.0000E+00  0.0000E+00
  8.7872E-02  1.0877E-01  9.2931E-02  1.0039E-01  7.9766E-02  0.0000E+00  0.0000E+00  0.0000E+00
  6.4534E-02  7.9914E-02  6.8284E-02  7.3759E-02  5.8604E-02  0.0000E+00  0.0000E+00  0.0000E+00
  4.1014E-02  4.9912E-02  4.2657E-02  4.6063E-02  3.6513E-02  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 65      COL 66      COL 67      COL 68      COL 69      COL 70      COL 71      COL 72   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 73      COL 74      COL 75      COL 76      COL 77      COL 78      COL 79      COL 80   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 81      COL 82      COL 83      COL 84      COL 85      COL 86      COL 87      COL 88   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 89      COL 90      COL 91      COL 92      COL 93      COL 94      COL 95      COL 96   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 97      COL 98      COL 99      COL 100      COL 101      COL 102      COL 103      COL 104   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 105      COL 106      COL 107      COL 108      COL 109      COL 110      COL 111      COL 112   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 113      COL 114      COL 115      COL 116      COL 117      COL 118      COL 119      COL 120   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 121      COL 122      COL 123      COL 124      COL 125      COL 126      COL 127      COL 128   
